,last_scraped,host_name,host_since,host_location,host_response_time,host_is_superhost,host_has_profile_pic,host_identity_verified,property_type,room_type,bathrooms_text,has_availability,calendar_last_scraped,first_review,last_review,license,instant_bookable,id,host_id,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_90,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_location,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
337,18/09/2024,Marie,30/05/2014,"Boston, MA",within a few hours,t,t,t,Private room in rental unit,Private room,1 shared bath,t,18/09/2024,24/10/2015,15/06/2024,STR-453623,f,8947232.0,16186589,1,0.95,27.0,30.0,1.0,1.0,1.0,1.0,$50.00,30.0,365,30.0,30.0,365,365.0,30.0,365.0,21,81,15,1,0.0,4.27,4.53,4.47,5.0,4.8,5.0,0.8,0,0.14
338,18/09/2024,Natalia,15/05/2014,"Boston, MA",within an hour,t,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,07/12/2015,13/05/2024,STR-453623,f,9018434.0,15583990,1,0.96,7.0,12.0,2.8,1.2,1.2,1.0,$213.00,1.0,15,1.0,1.0,15,15.0,1.0,15.0,0,16,22,2,0.0,4.73,4.73,4.91,4.91,4.64,2.0,5.0,0,0.21
339,18/09/2024,Taylor,25/05/2014,"Boston, MA",within an hour,t,t,t,Private room in home,Private room,1.5 shared baths,t,18/09/2024,17/03/2023,14/09/2024,STR-520018,f,9030478.0,15975701,1,0.86,2.0,2.0,2.0,1.5,1.0,1.0,$119.00,1.0,1125,1.0,1.0,1125,1125.0,1.0,1125.0,4,11,39,34,0.3,4.97,5.0,4.97,4.92,4.46,0.0,1.0,0,2.12
340,18/09/2024,Patrick,05/10/2013,"Boston, MA",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,28/02/2016,31/07/2017,STR-447649,f,9078998.0,9240628,1,0.9,1.0,1.0,2.0,1.2,1.0,1.0,$213.00,14.2,1125,13.3,91.0,1125,1125.0,15.0,1125.0,0,0,12,0,0.0,4.67,4.42,4.67,4.91,4.91,1.0,0.0,0,0.12
341,18/09/2024,KerrieAnn,26/10/2015,"Boston, MA",within a few hours,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,09/10/2022,23/10/2022,STR-447649,f,9110103.0,47480466,1,0.9,1.0,3.0,6.0,1.2,2.0,1.0,$213.00,29.0,30,29.0,29.0,30,30.0,29.0,30.0,0,59,3,0,0.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,0,0.13
342,18/09/2024,Linh,26/04/2015,"Ho Chi Minh City, Vietnam",within a few hours,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,09/10/2022,23/10/2022,STR-415618,f,9110708.0,32018716,1,0.9,1.0,1.0,3.0,1.2,1.0,1.0,$213.00,14.2,1125,13.3,91.0,1125,1125.0,15.0,1125.0,0,0,0,0,0.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,0,0.66
343,18/09/2024,Marc,09/09/2015,"Boston, MA",within a few hours,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,23/11/2015,28/08/2024,STR-415618,f,9114896.0,43777733,1,0.75,1.0,2.0,4.0,1.0,2.0,2.0,$110.00,29.0,360,29.0,29.0,360,360.0,29.0,360.0,0,23,71,3,1.0,4.7,4.87,4.9,4.93,4.69,1.0,0.0,0,0.66
344,18/09/2024,Reitumetse,27/10/2015,"Boston, MA",within a few hours,f,t,f,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,08/03/2016,15/03/2016,STR-415618,f,9130532.0,47559181,1,0.9,1.0,1.0,2.0,1.2,1.0,1.0,$213.00,14.2,1125,13.3,91.0,1125,1125.0,15.0,1125.0,0,0,2,0,0.0,4.5,5.0,5.0,5.0,5.0,1.0,0.0,0,0.02
345,18/09/2024,Maverick,09/10/2014,"Massachusetts, United States",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,02/11/2016,18/08/2024,STR-415618,f,9133627.0,22348222,1,0.99,138.0,156.0,2.0,1.0,0.0,1.0,$389.00,1.0,1125,1.0,6.0,1125,1125.0,2.6,1125.0,9,53,21,34,0.0,4.55,4.82,4.81,4.83,4.92,12.8,0.0,0,2.87
346,18/09/2024,Laura And Olivia,12/03/2013,"Brookline, MA",within an hour,t,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,16/11/2015,18/12/2023,STR-400545,f,9148781.0,5430185,1,0.98,8.0,8.0,2.0,1.0,1.0,1.0,$165.00,14.2,365,4.0,91.0,365,365.0,71.7,365.0,0,47,20,1,0.0,4.8,4.8,4.95,4.85,4.95,7.0,0.0,0,0.19
347,18/09/2024,Ricardo,18/08/2014,"Ṣo Caetano do Sul, Brazil",within an hour,f,t,t,Private room in home,Private room,1 bath,t,18/09/2024,16/11/2015,16/11/2015,STR-400545,f,9166393.0,20224115,1,0.9,1.0,4.0,2.0,1.2,1.0,1.0,$213.00,14.2,1125,13.3,91.0,1125,1125.0,15.0,1125.0,0,0,1,0,0.0,5.0,4.8,5.0,4.85,4.95,0.0,1.0,0,0.01
348,18/09/2024,Jessica,01/11/2015,"Boston, MA",within an hour,f,t,f,Private room in rental unit,Private room,1 shared bath,t,18/09/2024,24/12/2015,25/02/2018,STR-400545,f,9216838.0,47928798,1,0.9,1.0,2.0,2.0,1.2,1.0,1.0,$213.00,14.2,1125,13.3,91.0,1125,1125.0,15.0,1125.0,0,0,10,0,0.0,4.9,4.9,4.6,5.0,5.0,0.0,1.0,0,0.09
349,18/09/2024,Jone,01/11/2015,"Boston, MA",within an hour,f,t,t,Private room in guest suite,Private room,1 private bath,t,18/09/2024,06/01/2016,16/03/2020,STR-400545,f,9218312.0,47935411,1,1.0,1.0,2.0,2.0,1.0,1.0,1.0,$150.00,29.0,1125,29.0,29.0,1125,1125.0,29.0,1125.0,30,90,21,0,0.0,4.96,4.99,5.0,4.99,4.81,0.0,1.0,0,1.31
350,18/09/2024,John,14/07/2012,"San Francisco, CA",within an hour,t,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,25/11/2015,02/08/2024,STR-529396,f,9292118.0,2935501,1,1.0,2.0,4.0,4.0,1.0,2.0,2.0,$235.00,4.0,29,4.0,6.0,1125,1125.0,4.0,1125.0,8,49,21,27,0.0,4.87,4.91,4.85,4.97,4.77,1.0,0.0,0,1.97
351,18/09/2024,Keith (& Beth),05/10/2013,"Boston, MA",within an hour,f,t,t,Private room in bungalow,Private room,1 shared bath,t,18/09/2024,23/11/2015,30/10/2019,STR-397944,f,9301075.0,9241244,1,0.9,2.0,3.0,2.0,1.2,1.0,1.0,$213.00,29.0,1125,29.0,29.0,1125,1125.0,29.0,1125.0,0,0,66,0,0.0,4.91,5.0,4.97,5.0,4.77,0.0,2.0,0,0.61
352,18/09/2024,Keith (& Beth),05/10/2013,"Boston, MA",within an hour,f,t,t,Private room in bungalow,Private room,1 shared bath,t,18/09/2024,19/04/2016,03/02/2020,STR-397944,f,9340410.0,9241244,1,0.9,2.0,3.0,4.0,1.2,2.0,1.0,$213.00,29.0,1125,29.0,29.0,1125,1125.0,29.0,1125.0,0,0,21,0,0.0,4.92,4.99,4.98,5.0,4.85,0.0,2.0,0,1.3
353,18/09/2024,Emily And Carl,17/10/2012,"Boston, MA",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,22/04/2016,22/04/2016,STR-413547,f,9349614.0,3900945,1,0.9,2.0,2.0,4.0,1.2,2.0,1.0,$213.00,14.2,1125,13.3,91.0,1125,1125.0,15.0,1125.0,0,0,1,0,0.0,4.8,5.0,4.8,5.0,4.8,1.0,1.0,0,0.01
354,18/09/2024,Emily And Carl,17/10/2012,"Boston, MA",within an hour,f,t,t,Private room in rental unit,Private room,1 bath,t,18/09/2024,24/06/2016,24/06/2016,STR-413547,f,9349646.0,3900945,1,0.9,2.0,2.0,2.0,1.2,1.0,1.0,$213.00,14.2,1125,13.3,91.0,1125,1125.0,15.0,1125.0,0,0,1,0,0.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0,0.01
355,18/09/2024,Andrew,10/11/2015,"Boston, MA",within an hour,f,t,t,Private room in rental unit,Private room,1 private bath,t,18/09/2024,04/02/2016,29/11/2019,STR-413547,f,9382898.0,48677395,1,0.9,1.0,4.0,2.0,1.2,1.0,1.0,$213.00,14.2,1125,13.3,91.0,1125,1125.0,15.0,1125.0,0,0,21,0,0.0,4.72,4.88,4.86,4.82,4.6,0.0,1.0,0,2.54
356,18/09/2024,Kayla,26/10/2015,"Boston, MA",within an hour,f,t,f,Private room in rental unit,Private room,1 bath,t,18/09/2024,04/02/2016,29/11/2019,STR-415701,t,9393163.0,47487818,1,0.9,1.0,1.0,2.0,1.2,1.0,1.0,$213.00,14.2,1125,13.3,91.0,1125,1125.0,15.0,1125.0,0,0,0,0,0.0,4.72,4.88,4.86,4.82,4.6,0.0,1.0,0,0.02
357,18/09/2024,Kayla,29/05/2014,"Belmont, CA",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,06/07/2016,31/07/2016,STR-415701,f,9473816.0,16154941,1,0.9,1.0,1.0,5.0,1.2,1.0,1.0,$213.00,14.2,1125,13.3,91.0,1125,1125.0,15.0,1125.0,0,0,2,0,0.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,0,0.02
358,18/09/2024,Andrea,18/11/2015,"Boston, MA",within an hour,f,t,f,Private room in rental unit,Private room,1 bath,t,18/09/2024,06/07/2016,31/07/2016,STR-415701,f,9532771.0,49365462,1,0.9,1.0,1.0,2.0,1.2,1.0,1.0,$213.00,14.2,1125,13.3,91.0,1125,1125.0,15.0,1125.0,0,0,0,0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,0,0.23
359,18/09/2024,Paul,23/12/2013,"Boston, MA",within a day,f,t,t,Entire condo,Entire home/apt,2.5 baths,t,18/09/2024,06/07/2016,31/07/2016,STR-415701,f,9616816.0,10778805,1,1.0,3.0,3.0,3.0,1.1,2.0,3.0,$290.00,14.2,180,13.3,91.0,180,180.0,15.0,180.0,27,87,0,0,0.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,0,0.23
360,18/09/2024,Marie,30/05/2014,"Boston, MA",within a few hours,t,t,t,Private room in rental unit,Private room,1 shared bath,t,18/09/2024,30/04/2016,20/07/2024,STR-415701,f,9685076.0,16186589,1,0.95,27.0,30.0,1.0,1.0,1.0,1.0,$45.00,30.0,365,30.0,30.0,365,365.0,30.0,365.0,0,47,23,2,0.0,4.57,4.65,4.43,4.87,4.8,5.0,0.8,0,0.23
361,18/09/2024,Marie,30/05/2014,"Boston, MA",within a few hours,t,t,t,Private room in rental unit,Private room,1 shared bath,t,18/09/2024,03/05/2016,31/08/2024,STR-415701,f,9685085.0,16186589,1,0.95,27.0,30.0,1.0,1.0,1.0,1.0,$40.00,30.0,730,30.0,30.0,730,730.0,30.0,730.0,0,0,25,2,1.0,4.72,4.68,4.72,4.88,4.52,5.0,0.8,0,0.25
362,18/09/2024,Tyler,01/12/2015,"Boston, MA",within a few hours,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,06/01/2016,14/01/2016,STR-415701,f,9751520.0,50297998,1,0.9,1.0,1.0,2.0,1.2,1.0,1.0,$213.00,14.2,1125,13.3,91.0,1125,1125.0,15.0,1125.0,0,0,2,0,0.0,4.5,5.0,5.0,5.0,5.0,1.0,0.0,0,0.02
363,18/09/2024,Vj,27/12/2014,"Providence, RI",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,11/12/2015,08/08/2023,STR-415701,f,9813223.0,25279966,1,0.89,2.0,3.0,1.0,1.0,0.0,1.0,$131.00,14.2,730,60.0,28.6,1125,1125.0,15.0,1125.0,0,0,98,0,0.0,4.79,4.9,4.8,4.94,4.88,2.0,0.0,0,0.92
364,18/09/2024,Richard,06/12/2015,"Boston, MA",within a day,f,t,t,Entire condo,Entire home/apt,1 bath,t,18/09/2024,15/01/2016,01/08/2024,STR-553035,f,9834727.0,50648271,1,0.83,1.0,1.0,2.0,1.0,1.0,1.0,$257.00,29.0,1125,29.0,29.0,1125,1125.0,29.0,1125.0,9,69,21,7,0.0,4.64,4.71,4.22,4.85,4.99,1.0,0.0,0,1.69
365,18/09/2024,Marlene,09/07/2014,"Boston, MA",within a day,f,t,t,Private room in home,Private room,2 shared baths,t,18/09/2024,05/03/2018,05/03/2018,STR-446458,f,9878725.0,17892292,1,0.9,5.0,6.0,2.0,1.2,1.0,1.0,$213.00,14.2,1125,13.3,91.0,1125,1125.0,15.0,1125.0,0,0,1,0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,0,0.01
366,18/09/2024,Jud,11/12/2015,"Boston, MA",within a day,f,t,f,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,05/03/2018,05/03/2018,STR-446458,f,9941923.0,51094247,1,0.9,1.0,1.0,6.0,1.2,2.0,1.0,$213.00,14.2,1125,13.3,91.0,1125,1125.0,15.0,1125.0,0,0,0,0,0.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,0,0.06
367,18/09/2024,Elena,12/12/2015,"Boston, MA",within a day,f,t,f,Entire condo,Entire home/apt,1 bath,t,18/09/2024,22/03/2016,16/06/2016,STR-446458,f,9970895.0,51173591,1,0.9,1.0,2.0,2.0,1.2,1.0,1.0,$213.00,14.2,1125,13.3,91.0,1125,1125.0,15.0,1125.0,0,0,6,0,0.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,0,0.06
368,18/09/2024,Geoff,31/01/2015,"Boston, MA",within a day,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,16/01/2016,12/05/2024,STR-446458,f,10008626.0,27014807,1,1.0,1.0,3.0,4.0,1.0,2.0,2.0,$207.00,14.2,1125,13.3,91.0,1125,1125.0,15.0,1125.0,0,0,19,1,0.0,4.79,4.79,4.63,5.0,4.84,1.0,0.0,0,0.18
369,18/09/2024,Aanchal,01/03/2015,"Boston, MA",within a day,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,04/06/2018,08/09/2019,STR-446458,f,10123024.0,28564205,1,0.9,1.0,1.0,2.0,1.0,1.0,1.0,$125.00,14.2,1124,13.3,91.0,1124,1124.0,15.0,1124.0,30,90,5,0,0.0,4.2,4.6,4.8,4.8,5.0,1.0,0.0,0,0.07
370,18/09/2024,Jef,22/12/2015,"Boston, MA",within an hour,t,t,t,Entire condo,Entire home/apt,1 bath,t,18/09/2024,27/06/2016,11/07/2024,STR-446458,f,10132073.0,51992629,1,1.0,1.0,2.0,2.0,1.0,1.0,1.0,$209.00,5.0,90,5.0,5.0,90,90.0,5.0,90.0,6,52,75,7,0.0,4.89,4.96,4.81,4.99,4.95,1.0,0.0,0,0.75
371,18/09/2024,Paul,23/12/2013,"Boston, MA",within a day,f,t,t,Private room,Private room,2.5 baths,t,18/09/2024,30/01/2016,30/06/2021,STR-423342,f,10190260.0,10778805,1,1.0,3.0,3.0,1.0,1.1,1.0,1.0,$86.00,14.2,350,13.3,91.0,350,350.0,15.0,350.0,28,88,4,0,0.0,4.5,4.5,5.0,5.0,5.0,1.0,2.0,0,0.04
372,18/09/2024,Brian,01/01/2016,"Boston, MA",within a day,f,t,f,Entire condo,Entire home/apt,1 bath,t,18/09/2024,06/05/2016,31/05/2024,STR-423342,f,10299047.0,52989144,1,1.0,1.0,1.0,3.0,1.0,2.0,2.0,$125.00,30.0,365,30.0,30.0,365,365.0,30.0,365.0,6,10,51,2,0.0,4.71,4.84,4.57,4.88,4.73,1.0,0.0,0,0.5
373,18/09/2024,Inn Boston,08/11/2015,"Boston, MA",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,31/01/2016,29/02/2020,STR-423342,f,10427199.0,48494513,1,1.0,8.0,11.0,2.0,1.0,1.0,0.0,$219.00,29.0,1125,29.0,29.0,29,29.0,29.0,29.0,28,88,103,0,0.0,4.55,4.62,4.69,4.75,4.87,8.0,0.0,0,0.98
374,18/09/2024,Inn Boston,08/11/2015,"Boston, MA",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,06/02/2016,11/04/2021,STR-423339,f,10427882.0,48494513,1,1.0,8.0,11.0,4.0,1.0,1.0,0.0,$229.00,29.0,1125,29.0,29.0,29,29.0,29.0,29.0,30,88,69,0,0.0,4.55,4.64,4.49,4.83,4.84,8.0,0.0,0,0.66
375,18/09/2024,Bo,07/07/2013,"Boston, MA",within an hour,t,t,t,Private room in home,Private room,1 shared bath,t,18/09/2024,30/04/2016,01/07/2023,STR447709,f,10524872.0,7324551,1,0.86,4.0,4.0,1.0,1.0,1.0,1.0,$41.00,60.0,400,60.0,60.0,400,400.0,60.0,400.0,0,0,16,0,0.0,4.69,4.63,4.31,5.0,4.63,0.0,4.0,0,0.16
376,18/09/2024,Marie,30/05/2014,"Boston, MA",within a few hours,t,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,28/04/2017,23/12/2018,STR447709,f,10575430.0,16186589,1,0.95,27.0,30.0,4.0,1.2,1.2,1.0,$213.00,30.0,365,30.0,30.0,365,365.0,30.0,365.0,24,68,3,0,0.0,4.67,4.8,4.8,5.0,4.33,5.0,0.8,0,0.03
377,18/09/2024,Steve,21/01/2016,"Boston, MA",within an hour,f,t,t,Entire home,Entire home/apt,2 baths,t,18/09/2024,30/05/2016,17/08/2024,STR447709,f,10749312.0,55571157,1,1.0,1.0,1.0,5.0,1.1,3.0,3.0,$399.00,3.0,10,2.0,3.0,10,10.0,3.0,10.0,0,0,48,4,0.0,4.94,4.94,4.94,4.98,4.94,1.0,0.0,0,0.47
378,18/09/2024,Ziyad,23/10/2014,"Boston, MA",within a day,t,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,18/06/2016,09/09/2024,STR-481385,f,10787333.0,22901863,1,0.82,1.0,1.0,2.0,1.0,1.0,1.0,$134.00,10.0,1125,10.0,10.0,1125,1125.0,10.0,1125.0,1,45,88,18,1.0,4.93,4.94,5.0,4.98,4.69,1.0,0.0,0,0.88
379,18/09/2024,Greg,16/08/2013,"Melrose, MA",within an hour,t,t,t,Entire loft,Entire home/apt,1 bath,t,18/09/2024,31/07/2016,28/11/2022,STR-411266,f,10835494.0,8207666,1,0.98,2.0,2.0,4.0,1.0,2.0,2.0,$300.00,29.0,1125,29.0,29.0,1125,1125.0,29.0,1125.0,0,0,73,0,0.0,4.81,4.88,4.89,4.93,4.88,1.0,0.0,0,0.74
380,18/09/2024,Minor,07/12/2014,"Boston, MA",within an hour,f,t,t,Entire home,Entire home/apt,2 baths,t,18/09/2024,15/03/2016,22/08/2018,STR-411266,f,10883063.0,24593919,1,0.9,2.0,2.0,3.0,1.1,2.0,2.0,$99.00,14.2,1125,13.3,91.0,1125,1125.0,15.0,1125.0,30,90,70,0,0.0,4.79,4.88,4.83,4.94,4.69,1.0,0.0,0,0.68
381,18/09/2024,Norah,11/02/2016,"Boston, MA",within an hour,t,t,t,Entire guest suite,Entire home/apt,1 bath,t,18/09/2024,17/06/2016,14/09/2024,STR-411266,t,11202183.0,58330337,1,1.0,1.0,2.0,3.0,1.0,0.0,2.0,$266.00,1.0,31,1.0,1.0,1125,1125.0,1.0,1125.0,2,34,21,7,0.3,4.85,4.87,4.94,4.94,4.96,1.0,0.0,0,1.6
382,18/09/2024,Jared,25/11/2013,"Boston, MA",within an hour,f,t,f,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,17/03/2016,05/03/2017,STR-410445,f,11240774.0,10258834,1,0.9,1.0,1.0,2.0,1.2,1.0,1.0,$213.00,14.2,1125,13.3,91.0,1125,1125.0,15.0,1125.0,0,0,14,0,0.0,4.71,4.93,4.79,4.79,4.86,1.0,0.0,0,0.14
383,18/09/2024,Marie,30/05/2014,"Boston, MA",within a few hours,t,t,t,Private room in rental unit,Private room,1 shared bath,t,18/09/2024,11/04/2016,29/06/2024,STR-410445,f,11258721.0,16186589,1,0.95,27.0,30.0,1.0,1.0,1.0,1.0,$45.00,30.0,365,30.0,30.0,365,365.0,30.0,365.0,0,0,17,4,0.0,4.65,4.75,4.81,4.94,4.8,5.0,0.8,0,0.17
384,18/09/2024,Dana,10/07/2015,"Richmond, United Kingdom",within a few hours,f,t,t,Entire condo,Entire home/apt,1 bath,t,18/09/2024,11/04/2016,29/06/2024,STR-410445,f,11271947.0,38067066,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,$83.00,14.2,1125,13.3,91.0,1125,1125.0,15.0,1125.0,0,0,0,0,0.0,4.65,4.75,4.81,4.94,4.8,1.0,0.0,0,0.46
385,18/09/2024,Damandeep,28/08/2015,"Central Islip, NY",within a few hours,f,t,t,Private room in rental unit,Private room,1 bath,t,18/09/2024,11/04/2016,29/06/2024,STR-410445,f,11282071.0,42767050,1,0.9,1.0,1.0,2.0,1.2,1.0,1.0,$213.00,14.2,1125,13.3,91.0,1125,1125.0,15.0,1125.0,0,0,0,0,0.0,4.65,4.75,4.81,4.94,4.8,0.0,1.0,0,0.46
386,18/09/2024,Billy,27/01/2016,"Boston, MA",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,01/01/2017,15/08/2024,STR-410445,f,11357756.0,56359408,1,1.0,3.0,7.0,2.0,1.0,0.0,2.0,$197.00,14.2,1125,13.3,91.0,1125,1125.0,15.0,1125.0,0,0,43,3,0.0,4.8,4.37,4.44,4.77,4.83,3.0,0.0,0,0.46
387,18/09/2024,Marie,30/05/2014,"Boston, MA",within a few hours,t,t,t,Private room in rental unit,Private room,1 shared bath,t,18/09/2024,07/04/2016,07/07/2024,STR-410445,f,11376403.0,16186589,1,0.95,27.0,30.0,1.0,1.0,1.0,1.0,$42.00,30.0,365,30.0,30.0,365,365.0,30.0,365.0,9,69,20,3,0.0,4.65,4.5,4.35,4.7,4.8,5.0,0.8,0,0.19
388,18/09/2024,Ting,12/10/2012,"Boston, MA",within an hour,f,t,t,Entire condo,Entire home/apt,1 bath,t,18/09/2024,14/07/2019,09/04/2022,STR-410445,f,11378662.0,3851718,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,$145.00,68.0,1125,1.0,68.0,1125,1125.0,60.0,1125.0,0,0,19,0,0.0,4.84,5.0,4.58,4.95,4.95,1.0,0.0,0,0.3
389,18/09/2024,Katy,10/04/2014,"Boston, MA",within an hour,f,t,f,Entire home,Entire home/apt,3 baths,t,18/09/2024,05/06/2016,04/05/2018,STR-406505,t,11521541.0,14133713,1,1.0,3.0,3.0,2.8,1.1,1.2,1.3,$208.50,29.0,1125,29.0,29.0,1125,1125.0,29.0,1125.0,8,57,10,0,0.0,4.4,4.33,4.22,4.9,4.33,1.0,0.0,0,0.1
390,18/09/2024,Nihala,24/11/2014,"Boston, MA",within an hour,f,t,f,Private room in rental unit,Private room,1 bath,t,18/09/2024,20/03/2016,27/03/2016,Exempt: This listing is a unit used for furnished institutional or business stays,f,11592154.0,24120885,1,0.9,1.0,1.0,2.0,1.2,1.0,1.0,$213.00,14.2,1125,13.3,91.0,1125,1125.0,15.0,1125.0,0,0,2,0,0.0,5.0,5.0,4.8,5.0,5.0,0.0,1.0,0,0.02
391,18/09/2024,Jasiya,05/03/2016,"Boston, MA",within an hour,f,t,t,Private room in home,Private room,1.5 shared baths,t,18/09/2024,10/09/2016,22/12/2019,Exempt: This listing is a unit used for furnished institutional or business stays,f,11639480.0,61701374,1,0.9,1.0,3.0,1.0,1.2,1.0,1.0,$213.00,14.2,1125,13.3,91.0,1125,1125.0,15.0,1125.0,0,0,13,0,0.0,4.77,4.69,4.69,4.85,4.38,0.0,1.0,0,0.13
392,18/09/2024,Adriana & Gianni,17/09/2013,"Boston, MA",within a day,f,t,f,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,20/03/2016,01/07/2024,Exempt: This listing is a unit used for furnished institutional or business stays,f,11656698.0,8898973,1,1.0,4.0,4.0,4.0,1.0,2.0,2.0,$110.00,30.0,365,30.0,30.0,365,365.0,30.0,365.0,0,0,21,2,0.0,4.77,4.88,4.9,4.87,4.54,4.0,0.0,0,2.19
393,18/09/2024,Jon&Margrit,09/06/2015,"Boston, MA",within a day,f,t,t,Private room in home,Private room,1 private bath,t,18/09/2024,28/03/2016,24/01/2021,STR383312,f,11739985.0,35411494,1,0.9,2.0,2.0,5.0,1.2,2.0,1.0,$213.00,29.0,30,29.0,29.0,30,30.0,29.0,30.0,0,0,21,0,0.0,4.87,4.88,4.86,4.94,4.93,0.0,1.0,0,1.74
394,18/09/2024,Marie,30/05/2014,"Boston, MA",within a few hours,t,t,t,Private room in rental unit,Private room,1 shared bath,t,18/09/2024,29/05/2018,10/08/2024,STR-587989,f,11759332.0,16186589,1,0.95,27.0,30.0,1.0,1.0,1.0,1.0,$50.00,30.0,365,30.0,30.0,365,365.0,30.0,365.0,17,77,15,1,0.0,4.67,4.8,4.33,4.67,4.67,5.0,0.8,0,0.2
395,18/09/2024,Misha,03/12/2015,"Boston, MA",within an hour,t,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,18/04/2016,25/08/2024,STR-587989,f,11760822.0,50437930,1,1.0,4.0,7.0,4.0,1.2,1.0,1.0,$213.00,31.0,1125,31.0,31.0,1125,1125.0,31.0,1125.0,0,0,21,2,1.0,4.85,4.93,4.91,4.9,4.84,2.0,0.0,0,1.26
396,18/09/2024,Maja,13/03/2016,"Boston, MA",within a few hours,t,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,18/03/2019,04/09/2024,STR-545122,f,11799953.0,62835472,1,0.98,2.0,2.0,2.0,1.0,0.0,2.0,$255.00,29.0,1125,4.0,4.0,1125,1125.0,4.0,1125.0,3,51,71,16,1.0,4.9,4.9,4.96,4.93,4.97,2.0,0.0,0,1.06
397,18/09/2024,Caroline,25/11/2013,"Massachusetts, United States",within a day,f,t,t,Entire condo,Entire home/apt,1 bath,t,18/09/2024,13/04/2017,12/08/2018,STR-409168,f,11813641.0,10250257,1,1.0,2.0,5.0,2.0,1.0,1.0,1.0,$130.00,14.2,368,13.3,91.0,368,368.0,15.0,368.0,0,45,22,0,0.0,4.64,4.9,5.0,5.0,4.85,2.0,0.0,0,0.24
398,18/09/2024,Bo,07/07/2013,"Boston, MA",within an hour,t,t,t,Private room in home,Private room,1 shared bath,t,18/09/2024,09/05/2016,10/08/2024,STR-409168,f,11871190.0,7324551,1,0.86,4.0,4.0,1.0,1.0,1.0,1.0,$41.00,30.0,400,30.0,30.0,400,400.0,30.0,400.0,0,18,17,3,0.0,4.88,4.88,4.35,5.0,4.82,0.0,4.0,0,0.17
399,18/09/2024,Osvaldo,30/11/2015,"San Diego, CA",within an hour,f,t,t,Entire rental unit,Entire home/apt,2 baths,t,18/09/2024,09/05/2016,10/08/2024,STR-409168,f,11973196.0,50232369,1,0.9,2.0,3.0,4.0,1.2,2.0,1.0,$213.00,14.2,1125,13.3,91.0,1125,1125.0,15.0,1125.0,0,0,0,0,0.0,4.88,4.88,4.35,5.0,4.82,1.0,0.0,0,2.36
